+------------+---------+---------+---------+---------+-------------+------------+----------+-------------+-------------+-------------+-------------+-----------------+-------------+-----------------+
| _Index_    |    Open |    High |     Low |   Close |      Volume |   Tomorrow |   Target |   VIX_Close |   SPY_Close |   VOO_Close |   IVV_Close |   Futures_Close |   Inflation |   Interest_Rate |
| 2017-03-28 | 2339.79 | 2363.78 | 2337.63 | 2358.57 | 3.36912e+09 |    2361.13 |        1 |       11.53 |    206.394  |    188.679  |    206.441  |         2351.5  |     1.86262 |     0.791971    |
| 2017-03-27 | 2329.11 | 2344.9  | 2322.25 | 2341.59 | 3.2423e+09  |    2358.57 |        1 |       12.5  |    204.903  |    187.29   |    204.932  |         2338.5  |     1.86388 |     0.798525    |
| 2017-03-24 | 2350.42 | 2356.22 | 2335.74 | 2343.98 | 2.97853e+09 |    2341.59 |        0 |       12.96 |    205.113  |    187.596  |    205.229  |         2344.75 |     1.86514 |     0.80508     |
| 2017-03-23 | 2345.97 | 2358.92 | 2342.13 | 2345.96 | 3.2624e+09  |    2343.98 |        0 |       13.12 |    205.262  |    187.657  |    205.314  |         2340    |     1.8664  |     0.811634    |
| 2017-03-22 | 2343    | 2351.81 | 2336.45 | 2348.45 | 3.57516e+09 |    2345.96 |        0 |       12.81 |    205.482  |    187.849  |    205.54   |         2342.5  |     1.86765 |     0.818188    |
| 2017-03-21 | 2379.32 | 2381.93 | 2341.9  | 2344.02 | 4.27889e+09 |    2348.45 |        1 |       12.47 |    204.999  |    187.466  |    205.088  |         2342.25 |     1.86891 |     0.824743    |
| 2017-03-20 | 2378.24 | 2379.55 | 2369.66 | 2373.47 | 3.06156e+09 |    2344.02 |        0 |       11.34 |    207.666  |    189.892  |    207.71   |         2370.25 |     1.87017 |     0.831297    |
| 2017-03-17 | 2383.71 | 2385.71 | 2377.64 | 2378.25 | 5.17982e+09 |    2373.47 |        0 |       11.28 |    207.894  |    190.058  |    207.979  |         2384.5  |     1.87143 |     0.837851    |
| 2017-03-16 | 2387.71 | 2388.1  | 2377.18 | 2381.38 | 3.36888e+09 |    2378.25 |        0 |       11.21 |    208.259  |    190.44   |    208.404  |         2382.75 |     1.87269 |     0.844406    |
| 2017-03-15 | 2370.34 | 2390.01 | 2368.94 | 2385.26 | 3.90949e+09 |    2381.38 |        0 |       11.63 |    208.67   |    190.762  |    208.673  |         2383.75 |     1.87395 |     0.85096     |
| 2017-03-14 | 2368.55 | 2368.55 | 2358.18 | 2365.45 | 3.17376e+09 |    2385.26 |        1 |       12.3  |    206.88   |    189.188  |    206.981  |         2366.5  |     1.87521 |     0.857514    |
| 2017-03-13 | 2371.56 | 2374.42 | 2368.52 | 2373.47 | 3.16665e+09 |    2365.45 |        0 |       11.35 |    207.674  |    189.832  |    207.719  |         2375    |     1.87647 |     0.864069    |
| 2017-03-10 | 2372.52 | 2376.86 | 2363.04 | 2372.6  | 3.4344e+09  |    2373.47 |        1 |       11.66 |    207.569  |    189.718  |    207.597  |         2371.75 |     1.87773 |     0.870623    |
| 2017-03-09 | 2363.49 | 2369.08 | 2354.54 | 2364.87 | 3.71845e+09 |    2372.6  |        1 |       12.3  |    206.845  |    189.058  |    206.877  |         2366.25 |     1.87899 |     0.877177    |
| 2017-03-08 | 2369.81 | 2373.09 | 2361.01 | 2362.98 | 3.81408e+09 |    2364.87 |        1 |       11.86 |    206.583  |    188.858  |    206.677  |         2364    |     1.88025 |     0.883731    |
| 2017-03-07 | 2370.74 | 2375.12 | 2365.51 | 2368.39 | 3.5263e+09  |    2362.98 |        0 |       11.45 |    206.967  |    189.258  |    207.094  |         2366.5  |     1.8815  |     0.890286    |
| 2017-03-06 | 2375.23 | 2378.8  | 2367.98 | 2375.31 | 3.2518e+09  |    2368.39 |        0 |       11.24 |    207.587  |    189.832  |    207.701  |         2375.5  |     1.88276 |     0.89684     |
| 2017-03-03 | 2380.92 | 2383.89 | 2375.39 | 2383.12 | 3.55667e+09 |    2375.31 |        0 |       10.96 |    208.207  |    190.423  |    208.309  |         2381.25 |     1.88402 |     0.903394    |
| 2017-03-02 | 2394.75 | 2394.75 | 2380.17 | 2381.92 | 3.82403e+09 |    2383.12 |        1 |       11.81 |    208.076  |    190.319  |    208.187  |         2382    |     1.88528 |     0.909949    |
| 2017-03-01 | 2380.13 | 2400.98 | 2380.13 | 2395.96 | 4.34763e+09 |    2381.92 |        0 |       12.54 |    209.395  |    191.44   |    209.394  |         2393.5  |     1.88654 |     0.916503    |
| 2017-02-28 | 2366.08 | 2367.79 | 2358.96 | 2363.64 | 4.21246e+09 |    2395.96 |        1 |       12.92 |    206.504  |    188.762  |    206.625  |         2362.75 |     1.88843 |     0.909023    |
| 2017-02-27 | 2365.23 | 2371.54 | 2361.87 | 2369.75 | 3.58468e+09 |    2363.64 |        0 |       12.09 |    207.063  |    189.318  |    207.146  |         2368.25 |     1.89031 |     0.901543    |
| 2017-02-24 | 2355.73 | 2367.34 | 2352.87 | 2367.34 | 3.83241e+09 |    2369.75 |        1 |       11.47 |    206.74   |    189.04   |    206.825  |         2365    |     1.8922  |     0.894063    |
| 2017-02-23 | 2367.5  | 2368.26 | 2355.09 | 2363.81 | 4.02177e+09 |    2367.34 |        1 |       11.71 |    206.478  |    188.814  |    206.573  |         2362.75 |     1.89408 |     0.886583    |
| 2017-02-22 | 2361.11 | 2365.13 | 2358.34 | 2362.82 | 3.47317e+09 |    2363.81 |        1 |       11.74 |    206.338  |    188.71   |    206.408  |         2361    |     1.89597 |     0.879103    |
| 2017-02-21 | 2354.91 | 2366.71 | 2354.91 | 2365.38 | 3.58752e+09 |    2362.82 |        0 |       11.57 |    206.522  |    188.797  |    206.529  |         2360    |     1.89785 |     0.871623    |
| 2017-02-17 | 2343.01 | 2351.16 | 2339.58 | 2351.16 | 3.51683e+09 |    2365.38 |        1 |       11.49 |    205.299  |    187.692  |    205.288  |         2348    |     1.89974 |     0.864142    |
| 2017-02-16 | 2349.64 | 2351.31 | 2338.87 | 2347.22 | 3.6759e+09  |    2351.16 |        1 |       11.76 |    204.976  |    187.405  |    205.054  |         2345.5  |     1.90162 |     0.856662    |
| 2017-02-15 | 2335.58 | 2351.3  | 2334.81 | 2349.25 | 3.78587e+09 |    2347.22 |        0 |       11.97 |    205.15   |    187.553  |    205.158  |         2350.5  |     1.90351 |     0.849182    |
| 2017-02-14 | 2326.12 | 2337.58 | 2322.17 | 2337.58 | 3.52804e+09 |    2349.25 |        1 |       10.74 |    204.085  |    186.605  |    204.116  |         2337    |     1.90539 |     0.841702    |
| 2017-02-13 | 2321.72 | 2331.58 | 2321.42 | 2328.25 | 3.35237e+09 |    2337.58 |        1 |       11.07 |    203.273  |    185.831  |    203.3    |         2326.25 |     1.90728 |     0.834222    |
| 2017-02-10 | 2312.27 | 2319.23 | 2311.1  | 2316.1  | 3.4966e+09  |    2328.25 |        1 |       10.85 |    202.173  |    184.849  |    202.18   |         2312.75 |     1.90916 |     0.826742    |
| 2017-02-09 | 2296.7  | 2311.08 | 2296.61 | 2307.87 | 3.6816e+09  |    2316.1  |        1 |       10.88 |    201.378  |    184.11   |    201.39   |         2304.25 |     1.91105 |     0.819262    |
| 2017-02-08 | 2289.55 | 2295.91 | 2285.38 | 2294.67 | 3.61195e+09 |    2307.87 |        1 |       11.45 |    200.19   |    183.066  |    200.219  |         2290.25 |     1.91293 |     0.811782    |
| 2017-02-07 | 2295.87 | 2299.4  | 2290.16 | 2293.08 | 3.45246e+09 |    2294.67 |        1 |       11.29 |    199.928  |    182.831  |    199.975  |         2288.5  |     1.91482 |     0.804302    |
| 2017-02-06 | 2294.28 | 2296.18 | 2288.57 | 2292.56 | 3.11239e+09 |    2293.08 |        1 |       11.37 |    199.92   |    182.788  |    199.984  |         2286.5  |     1.9167  |     0.796822    |
| 2017-02-03 | 2288.54 | 2298.31 | 2287.88 | 2297.42 | 3.60597e+09 |    2292.56 |        0 |       10.97 |    200.278  |    183.17   |    200.34   |         2291    |     1.91859 |     0.789342    |
| 2017-02-02 | 2276.69 | 2283.97 | 2271.65 | 2280.85 | 3.80976e+09 |    2297.42 |        1 |       11.93 |    198.907  |    181.823  |    198.899  |         2275.5  |     1.92047 |     0.781862    |
| 2017-02-01 | 2285.59 | 2289.14 | 2272.44 | 2279.55 | 3.91919e+09 |    2280.85 |        1 |       11.81 |    198.776  |    181.744  |    198.83   |         2274.5  |     1.92236 |     0.774382    |
| 2017-01-31 | 2274.02 | 2279.09 | 2267.21 | 2278.87 | 4.08973e+09 |    2279.55 |        1 |       11.99 |    198.697  |    181.718  |    198.725  |         2274.5  |     1.92236 |     0.772061    |
| 2017-01-30 | 2286.01 | 2286.01 | 2268.04 | 2280.9  | 3.59504e+09 |    2278.87 |        0 |       11.88 |    198.714  |    181.727  |    198.812  |         2276    |     1.92236 |     0.769741    |
| 2017-01-27 | 2299.02 | 2299.02 | 2291.62 | 2294.69 | 3.13742e+09 |    2280.9  |        0 |       10.58 |    199.954  |    182.831  |    200.002  |         2289    |     1.92237 |     0.76742     |
| 2017-01-26 | 2298.63 | 2300.99 | 2294.08 | 2296.68 | 3.61151e+09 |    2294.69 |        0 |       10.63 |    200.269  |    183.092  |    200.305  |         2294    |     1.92237 |     0.7651      |
| 2017-01-25 | 2288.88 | 2299.55 | 2288.88 | 2298.37 | 3.84934e+09 |    2296.68 |        0 |       10.81 |    200.478  |    183.231  |    200.366  |         2294    |     1.92237 |     0.762779    |
| 2017-01-24 | 2267.88 | 2284.63 | 2266.68 | 2280.07 | 3.81695e+09 |    2298.37 |        1 |       11.07 |    198.758  |    181.718  |    198.752  |         2274.5  |     1.92237 |     0.760459    |
| 2017-01-23 | 2267.78 | 2271.78 | 2257.02 | 2265.2  | 3.15524e+09 |    2280.07 |        1 |       11.77 |    197.492  |    180.57   |    197.545  |         2262    |     1.92238 |     0.758138    |
| 2017-01-20 | 2269.96 | 2276.96 | 2265.01 | 2271.31 | 3.53685e+09 |    2265.2  |        0 |       11.54 |    198.007  |    180.988  |    198.005  |         2266    |     1.92238 |     0.755818    |
| 2017-01-19 | 2271.9  | 2274.33 | 2258.41 | 2263.69 | 3.16839e+09 |    2271.31 |        1 |       12.78 |    197.282  |    180.405  |    197.354  |         2261.5  |     1.92238 |     0.753497    |
| 2017-01-18 | 2269.14 | 2272.01 | 2263.35 | 2271.89 | 3.31767e+09 |    2263.69 |        0 |       12.48 |    198.016  |    181.014  |    197.988  |         2266.5  |     1.92239 |     0.751177    |
| 2017-01-17 | 2269.14 | 2272.08 | 2262.81 | 2267.89 | 3.58695e+09 |    2271.89 |        1 |       11.87 |    197.579  |    180.631  |    197.606  |         2262.75 |     1.92239 |     0.748856    |
| 2017-01-13 | 2272.74 | 2278.68 | 2271.51 | 2274.64 | 3.09068e+09 |    2267.89 |        0 |       11.23 |    198.278  |    181.275  |    198.257  |         2272.5  |     1.92239 |     0.746536    |
| 2017-01-12 | 2271.14 | 2271.78 | 2254.25 | 2270.44 | 3.46622e+09 |    2274.64 |        1 |       11.54 |    197.824  |    180.918  |    197.892  |         2263.5  |     1.92239 |     0.744215    |
| 2017-01-11 | 2268.6  | 2275.32 | 2260.83 | 2275.32 | 3.62508e+09 |    2270.44 |        0 |       11.26 |    198.321  |    181.318  |    198.274  |         2270.5  |     1.9224  |     0.741895    |
| 2017-01-10 | 2269.72 | 2279.27 | 2265.27 | 2268.9  | 3.64056e+09 |    2275.32 |        1 |       11.49 |    197.763  |    180.805  |    197.745  |         2263.75 |     1.9224  |     0.739574    |
| 2017-01-09 | 2273.59 | 2275.49 | 2268.9  | 2268.9  | 3.21973e+09 |    2268.9  |        0 |       11.56 |    197.763  |    180.831  |    197.831  |         2265    |     1.9224  |     0.737254    |
| 2017-01-06 | 2271.14 | 2282.1  | 2264.06 | 2276.98 | 3.34208e+09 |    2268.9  |        0 |       11.32 |    198.417  |    181.405  |    198.474  |         2271.5  |     1.92241 |     0.734933    |
| 2017-01-05 | 2268.18 | 2271.5  | 2260.45 | 2269    | 3.78508e+09 |    2276.98 |        1 |       11.67 |    197.71   |    180.701  |    197.692  |         2264.25 |     1.92241 |     0.732613    |
| 2017-01-04 | 2261.6  | 2272.82 | 2261.6  | 2270.75 | 3.76889e+09 |    2269    |        0 |       11.85 |    197.867  |    180.84   |    197.875  |         2264.25 |     1.92241 |     0.730292    |
| 2017-01-03 | 2251.57 | 2263.88 | 2245.13 | 2257.83 | 3.77301e+09 |    2270.75 |        1 |       12.85 |    196.697  |    179.779  |    196.686  |         2252.5  |     1.92241 |     0.727972    |
| 2016-12-30 | 2251.61 | 2253.58 | 2233.62 | 2238.83 | 2.67155e+09 |    2257.83 |        1 |       14.04 |    195.204  |    178.536  |    195.305  |         2236.25 |     1.92391 |     0.724451    |
| 2016-12-29 | 2249.5  | 2254.51 | 2244.56 | 2249.26 | 2.3387e+09  |    2238.83 |        0 |       13.37 |    195.92   |    179.153  |    195.965  |         2245    |     1.9254  |     0.723252    |
| 2016-12-28 | 2270.23 | 2271.31 | 2249.11 | 2249.92 | 2.40275e+09 |    2249.26 |        0 |       12.95 |    195.964  |    179.188  |    195.982  |         2245.25 |     1.92688 |     0.722052    |
| 2016-12-27 | 2266.23 | 2273.82 | 2266.15 | 2268.88 | 1.98973e+09 |    2249.92 |        0 |       11.99 |    197.597  |    180.614  |    197.606  |         2261    |     1.92837 |     0.720852    |
| 2016-12-23 | 2260.25 | 2263.79 | 2258.84 | 2263.79 | 2.02123e+09 |    2268.88 |        1 |       11.44 |    197.108  |    180.17   |    197.05   |         2260    |     1.92986 |     0.719652    |
| 2016-12-22 | 2262.93 | 2263.18 | 2256.08 | 2260.96 | 2.88067e+09 |    2263.79 |        1 |       11.43 |    196.819  |    180.014  |    196.92   |         2258.75 |     1.93135 |     0.718453    |
| 2016-12-21 | 2270.54 | 2271.23 | 2265.15 | 2265.18 | 2.85488e+09 |    2260.96 |        0 |       11.27 |    197.16   |    180.243  |    197.206  |         2260.5  |     1.93284 |     0.717253    |
| 2016-12-20 | 2266.5  | 2272.56 | 2266.14 | 2270.76 | 3.30625e+09 |    2265.18 |        0 |       11.45 |    197.71   |    180.736  |    197.698  |         2266.5  |     1.93433 |     0.716053    |
| 2016-12-19 | 2259.24 | 2267.47 | 2258.21 | 2262.53 | 3.25284e+09 |    2270.76 |        1 |       11.71 |    196.95   |    180.045  |    196.921  |         2260    |     1.93582 |     0.714853    |
| 2016-12-16 | 2266.81 | 2268.05 | 2254.24 | 2258.07 | 5.92898e+09 |    2262.53 |        1 |       12.2  |    196.522  |    179.639  |    196.558  |         2267.5  |     1.93731 |     0.713654    |
| 2016-12-15 | 2253.77 | 2272.12 | 2253.77 | 2262.03 | 4.17336e+09 |    2258.07 |        0 |       12.79 |    196.908  |    179.95   |    196.861  |         2263.5  |     1.9388  |     0.712454    |
| 2016-12-14 | 2268.35 | 2276.2  | 2248.44 | 2253.28 | 4.40967e+09 |    2262.03 |        1 |       13.19 |    196.1    |    179.284  |    196.204  |         2257    |     1.94029 |     0.711254    |
| 2016-12-13 | 2263.32 | 2277.53 | 2263.32 | 2271.72 | 3.87563e+09 |    2253.28 |        0 |       12.72 |    197.732  |    180.779  |    197.698  |         2273.25 |     1.94178 |     0.710054    |
| 2016-12-12 | 2258.83 | 2264.03 | 2252.37 | 2256.96 | 4.03885e+09 |    2271.72 |        1 |       12.64 |    196.421  |    179.552  |    196.42   |         2256    |     1.94327 |     0.708855    |
| 2016-12-09 | 2249.73 | 2259.8  | 2249.23 | 2259.53 | 3.88646e+09 |    2256.96 |        0 |       11.75 |    196.647  |    179.751  |    196.662  |         2260    |     1.94476 |     0.707655    |
| 2016-12-08 | 2241.13 | 2251.69 | 2237.57 | 2246.19 | 4.20327e+09 |    2259.53 |        1 |       12.64 |    195.466  |    178.662  |    195.419  |         2247.75 |     1.94625 |     0.706455    |
| 2016-12-07 | 2210.72 | 2241.63 | 2208.93 | 2241.35 | 4.50407e+09 |    2246.19 |        1 |       12.22 |    194.989  |    178.195  |    194.953  |         2236.75 |     1.94773 |     0.705256    |
| 2016-12-06 | 2207.26 | 2212.78 | 2202.21 | 2212.23 | 3.85729e+09 |    2241.35 |        1 |       11.79 |    192.471  |    175.966  |    192.467  |         2210    |     1.94922 |     0.704056    |
| 2016-12-05 | 2200.65 | 2209.42 | 2199.97 | 2204.71 | 3.89853e+09 |    2212.23 |        1 |       12.14 |    191.864  |    175.352  |    191.777  |         2204.25 |     1.95071 |     0.702856    |
| 2016-12-02 | 2191.12 | 2197.95 | 2188.37 | 2191.95 | 3.78237e+09 |    2204.71 |        1 |       14.12 |    190.718  |    174.35   |    190.672  |         2192    |     1.9522  |     0.701656    |
| 2016-12-01 | 2200.17 | 2202.6  | 2187.44 | 2191.08 | 5.06747e+09 |    2191.95 |        1 |       14.07 |    190.622  |    174.229  |    190.517  |         2192    |     1.95369 |     0.700457    |
| 2016-11-30 | 2204.97 | 2214.1  | 2198.81 | 2198.81 | 5.5384e+09  |    2191.08 |        0 |       13.33 |    191.325  |    174.911  |    191.207  |         2198.75 |     1.94439 |     0.683607    |
| 2016-11-29 | 2200.76 | 2210.46 | 2198.15 | 2204.66 | 3.70919e+09 |    2198.81 |        0 |       12.9  |    191.785  |    175.309  |    191.777  |         2203.75 |     1.93508 |     0.666757    |
| 2016-11-28 | 2210.21 | 2211.14 | 2200.36 | 2201.72 | 3.5151e+09  |    2204.66 |        1 |       13.15 |    191.412  |    175.032  |    191.466  |         2200.75 |     1.92578 |     0.649907    |
| 2016-11-25 | 2206.27 | 2213.35 | 2206.27 | 2213.35 | 1.58459e+09 |    2201.72 |        0 |       12.34 |    192.315  |    175.862  |    192.312  |         2211.25 |     1.91647 |     0.633057    |
| 2016-11-23 | 2198.55 | 2204.72 | 2194.51 | 2204.72 | 3.41985e+09 |    2213.35 |        1 |       12.43 |    191.603  |    175.162  |    191.613  |         2200.75 |     1.90717 |     0.616207    |
| 2016-11-22 | 2201.56 | 2204.8  | 2194.51 | 2202.94 | 3.96052e+09 |    2204.72 |        1 |       12.41 |    191.499  |    175.006  |    191.406  |         2200.25 |     1.89786 |     0.599357    |
| 2016-11-21 | 2186.43 | 2198.7  | 2186.43 | 2198.18 | 3.6115e+09  |    2202.94 |        1 |       12.42 |    191.126  |    174.687  |    191.086  |         2193    |     1.88856 |     0.582507    |
| 2016-11-18 | 2186.85 | 2189.89 | 2180.38 | 2181.9  | 3.5809e+09  |    2198.18 |        1 |       12.85 |    189.693  |    173.408  |    189.705  |         2180.75 |     1.87926 |     0.565658    |
| 2016-11-17 | 2178.61 | 2188.06 | 2176.65 | 2187.12 | 3.81173e+09 |    2181.9  |        0 |       13.35 |    190.119  |    173.719  |    190.085  |         2184.25 |     1.86995 |     0.548808    |
| 2016-11-16 | 2177.53 | 2179.22 | 2172.2  | 2176.94 | 3.8479e+09  |    2187.12 |        1 |       13.72 |    189.146  |    172.898  |    189.23   |         2172.75 |     1.86065 |     0.531958    |
| 2016-11-15 | 2168.29 | 2180.84 | 2166.38 | 2180.39 | 4.54811e+09 |    2176.94 |        0 |       13.37 |    189.502  |    173.192  |    189.472  |         2179.25 |     1.85134 |     0.515108    |
| 2016-11-14 | 2165.64 | 2171.36 | 2156.08 | 2164.2  | 5.37367e+09 |    2180.39 |        1 |       14.48 |    188.035  |    171.8    |    187.979  |         2160.5  |     1.84204 |     0.498258    |
| 2016-11-11 | 2162.71 | 2165.92 | 2152.49 | 2164.45 | 4.99399e+09 |    2164.2  |        0 |       14.17 |    187.887  |    171.774  |    187.927  |          nan    |     1.83273 |     0.481408    |
| 2016-11-10 | 2167.49 | 2182.3  | 2151.17 | 2167.48 | 6.45845e+09 |    2164.45 |        0 |       14.74 |    188.321  |    172.094  |    188.264  |         2167.25 |     1.82343 |     0.464558    |
| 2016-11-09 | 2131.56 | 2170.1  | 2125.35 | 2163.26 | 6.26759e+09 |    2167.48 |        1 |       14.38 |    187.853  |    171.697  |    187.893  |         2160.25 |     1.81412 |     0.447709    |
| 2016-11-08 | 2129.92 | 2146.87 | 2123.56 | 2139.56 | 3.92185e+09 |    2163.26 |        1 |       18.74 |    185.882  |    169.882  |    185.838  |         2135.5  |     1.80482 |     0.430859    |
| 2016-11-07 | 2100.59 | 2132    | 2100.59 | 2131.52 | 3.73972e+09 |    2139.56 |        1 |       18.71 |    185.049  |    169.104  |    184.984  |         2129    |     1.79551 |     0.414009    |
| 2016-11-04 | 2083.79 | 2099.07 | 2083.79 | 2085.18 | 3.84191e+09 |    2131.52 |        1 |       22.51 |    181.055  |    165.474  |    180.97   |         2080    |     1.78621 |     0.397159    |
| 2016-11-03 | 2098.8  | 2102.56 | 2085.23 | 2088.66 | 3.8921e+09  |    2085.18 |        0 |       22.08 |    181.255  |    165.699  |    181.273  |         2083.5  |     1.7769  |     0.380309    |
| 2016-11-02 | 2109.43 | 2111.76 | 2094    | 2097.94 | 4.28912e+09 |    2088.66 |        0 |       19.32 |    182.088  |    166.347  |    182.032  |         2092.25 |     1.7676  |     0.363459    |
| 2016-11-01 | 2128.68 | 2131.45 | 2097.85 | 2111.72 | 4.53919e+09 |    2097.94 |        0 |       18.56 |    183.191  |    167.453  |    183.18   |         2103.75 |     1.7583  |     0.346609    |
| 2016-10-31 | 2129.78 | 2133.25 | 2125.53 | 2126.15 | 3.92656e+09 |    2111.72 |        0 |       17.06 |    184.528  |    168.629  |    184.44   |         2120    |     1.75585 |     0.344027    |
| 2016-10-28 | 2132.23 | 2140.72 | 2119.36 | 2126.41 | 4.02827e+09 |    2126.15 |        0 |       16.19 |    184.519  |    168.629  |    184.492  |         2123.75 |     1.75341 |     0.341445    |
| 2016-10-27 | 2144.06 | 2147.13 | 2132.52 | 2133.04 | 4.2094e+09  |    2126.41 |        0 |       15.36 |    185.066  |    169.165  |    185.036  |         2123.5  |     1.75097 |     0.338862    |
| 2016-10-26 | 2136.97 | 2145.73 | 2131.59 | 2139.43 | 3.77812e+09 |    2133.04 |        0 |       14.24 |    185.561  |    169.614  |    185.545  |         2134    |     1.74853 |     0.33628     |
| 2016-10-25 | 2149.72 | 2151.44 | 2141.93 | 2143.16 | 3.7562e+09  |    2139.43 |        0 |       13.46 |    185.934  |    169.994  |    185.933  |         2138    |     1.74609 |     0.333697    |
| 2016-10-24 | 2148.5  | 2154.79 | 2146.91 | 2151.33 | 3.35995e+09 |    2143.16 |        0 |       13.02 |    186.559  |    170.478  |    186.529  |         2144.25 |     1.74365 |     0.331115    |
| 2016-10-21 | 2139.43 | 2142.63 | 2130.09 | 2141.16 | 3.45639e+09 |    2151.33 |        1 |       13.34 |    185.769  |    169.787  |    185.709  |         2134.75 |     1.74121 |     0.328533    |
| 2016-10-20 | 2142.51 | 2147.18 | 2133.44 | 2141.34 | 3.33932e+09 |    2141.16 |        0 |       13.75 |    185.682  |    169.744  |    185.623  |         2137    |     1.73877 |     0.32595     |
| 2016-10-19 | 2140.81 | 2148.44 | 2138.15 | 2144.29 | 3.36499e+09 |    2141.34 |        0 |       14.41 |    186.03   |    170.02   |    185.942  |         2138    |     1.73633 |     0.323368    |
| 2016-10-18 | 2138.31 | 2144.38 | 2135.49 | 2139.6  | 3.17294e+09 |    2144.29 |        1 |       15.28 |    185.535  |    169.553  |    185.485  |         2132    |     1.73388 |     0.320785    |
| 2016-10-17 | 2132.95 | 2135.61 | 2124.43 | 2126.5  | 2.83244e+09 |    2139.6  |        1 |       16.21 |    184.38   |    168.56   |    184.345  |         2123    |     1.73144 |     0.318203    |
| 2016-10-14 | 2139.68 | 2149.19 | 2132.98 | 2132.98 | 3.18791e+09 |    2126.5  |        0 |       16.12 |    185.022  |    169.061  |    184.958  |         2127    |     1.729   |     0.315621    |
| 2016-10-13 | 2130.26 | 2138.19 | 2114.72 | 2132.55 | 3.53803e+09 |    2132.98 |        1 |       16.69 |    184.927  |    169.018  |    184.941  |         2126.25 |     1.72656 |     0.313038    |
| 2016-10-12 | 2137.67 | 2145.36 | 2132.77 | 2139.18 | 2.95951e+09 |    2132.55 |        0 |       15.91 |    185.535  |    169.562  |    185.51   |         2131.5  |     1.72412 |     0.310456    |
| 2016-10-11 | 2161.35 | 2161.56 | 2128.84 | 2136.73 | 3.39306e+09 |    2139.18 |        1 |       15.36 |    185.292  |    169.346  |    185.277  |         2134.5  |     1.72168 |     0.307874    |
| 2016-10-10 | 2160.39 | 2169.6  | 2160.39 | 2163.66 | 2.88197e+09 |    2136.73 |        0 |       13.38 |    187.662  |    171.429  |    187.591  |          nan    |     1.71924 |     0.305291    |
| 2016-10-07 | 2164.19 | 2165.86 | 2144.85 | 2153.74 | 3.57877e+09 |    2163.66 |        1 |       13.48 |    186.689  |    170.642  |    186.65   |         2146.5  |     1.7168  |     0.302709    |
| 2016-10-06 | 2158.22 | 2162.93 | 2150.28 | 2160.77 | 3.43804e+09 |    2153.74 |        0 |       12.84 |    187.332  |    171.273  |    187.383  |         2156.5  |     1.71435 |     0.300126    |
| 2016-10-05 | 2155.15 | 2163.95 | 2155.15 | 2159.73 | 3.88371e+09 |    2160.77 |        1 |       12.99 |    187.202  |    171.074  |    187.202  |         2153.25 |     1.71191 |     0.297544    |
| 2016-10-04 | 2163.37 | 2165.46 | 2144.01 | 2150.49 | 3.7161e+09  |    2159.73 |        1 |       13.63 |    186.377  |    170.366  |    186.382  |         2144.75 |     1.70947 |     0.294962    |
| 2016-10-03 | 2164.33 | 2164.41 | 2154.77 | 2161.2  | 3.11385e+09 |    2150.49 |        0 |       13.57 |    187.332  |    171.161  |    187.202  |         2153.25 |     1.70703 |     0.292379    |
| 2016-09-30 | 2156.51 | 2175.3  | 2156.51 | 2168.27 | 4.1588e+09  |    2161.2  |        0 |       13.29 |    187.783  |    171.705  |    187.78   |         2160.5  |     1.7057  |     0.286286    |
| 2016-09-29 | 2168.9  | 2172.67 | 2145.2  | 2151.13 | 4.21562e+09 |    2168.27 |        1 |       14.02 |    186.377  |    170.34   |    186.382  |         2148.5  |     1.70681 |     0.282776    |
| 2016-09-28 | 2161.85 | 2172.4  | 2151.79 | 2171.37 | 3.86039e+09 |    2151.13 |        0 |       12.39 |    188.078  |    171.956  |    188.074  |         2163.25 |     1.70792 |     0.279265    |
| 2016-09-27 | 2146.04 | 2161.13 | 2141.55 | 2159.93 | 3.41409e+09 |    2171.37 |        1 |       13.1  |    187.15   |    171.031  |    187.09   |         2152.75 |     1.70903 |     0.275754    |
| 2016-09-26 | 2158.54 | 2158.54 | 2145.04 | 2146.1  | 3.19991e+09 |    2159.93 |        1 |       14.5  |    185.995  |    169.994  |    185.959  |         2139.75 |     1.71014 |     0.272244    |
| 2016-09-23 | 2173.29 | 2173.75 | 2163.97 | 2164.69 | 3.28986e+09 |    2146.1  |        0 |       12.29 |    187.514  |    171.36   |    187.51   |         2158    |     1.71125 |     0.268733    |
| 2016-09-22 | 2170.94 | 2179.99 | 2170.94 | 2177.18 | 3.52386e+09 |    2164.69 |        0 |       12.02 |    188.547  |    172.284  |    188.498  |         2168.25 |     1.71236 |     0.265223    |
| 2016-09-21 | 2144.58 | 2165.11 | 2139.57 | 2163.12 | 3.68545e+09 |    2177.18 |        1 |       13.3  |    187.367  |    171.256  |    187.347  |         2156.25 |     1.71347 |     0.261712    |
| 2016-09-20 | 2145.94 | 2150.8  | 2139.17 | 2139.76 | 3.11738e+09 |    2163.12 |        1 |       15.92 |    185.283  |    169.355  |    185.277  |         2131    |     1.71458 |     0.258201    |
| 2016-09-19 | 2143.99 | 2153.61 | 2135.91 | 2139.12 | 3.14182e+09 |    2139.76 |        1 |       15.53 |    185.274  |    169.337  |    185.26   |         2133    |     1.71569 |     0.254691    |
